x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
0.5,0.25,0.75,0.125,0.625,0.375,0.875,0.5625,0.3125,0.8125,0.1875,0.6875,0.4375,0.9375,0.03125,0.53125,0.28125,0.78125,0.15625,0.65625,0.40625,0.90625,0.09375,0.59375,0.34375,0.33203125,0.68359375,0.19921875,0.552734375,0.443359375,0.087890625,0.52734375,0.861328125,0.095703125,0.521484375,0.41015625,0.0546875,0.802734375,0.0703125,0.8515625
0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.7777777777777777,0.2222222222222222,0.5555555555555556,0.037037037037037035,0.37037037037037035,0.7037037037037037,0.14814814814814814,0.48148148148148145,0.8148148148148147,0.25925925925925924,0.5925925925925926,0.9259259259259258,0.07407407407407407,0.4074074074074074,0.7407407407407407,0.18518518518518517,0.5185185185185185,0.8518518518518517,0.2962962962962963,0.6296296296296297,0.9629629629629629,0.8971193415637859,0.6680384087791494,0.27983539094650206,0.355281207133059,0.7709190672153634,0.05486968449931413,0.06995884773662552,0.10013717421124828,0.3840877914951989,0.15775034293552812,0.28806584362139914,0.46090534979423864,0.13305898491083676,0.09876543209876543,0.3744855967078189
0.2,0.4,0.6000000000000001,0.8,0.04,0.24000000000000002,0.44,0.8400000000000001,0.08,0.28,0.48000000000000004,0.68,0.88,0.12,0.32,0.52,0.7200000000000001,0.92,0.16,0.36,0.56,0.7600000000000001,0.9600000000000001,0.008,0.20800000000000002,0.1696,0.1936,0.8256000000000001,0.6608000000000002,0.7648000000000001,0.1152,0.0336,0.13920000000000002,0.0512,0.5328,0.009600000000000001,0.512,0.1008,0.5760000000000001,0.34400000000000003
0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857142,0.8571428571428571,0.02040816326530612,0.30612244897959184,0.4489795918367347,0.5918367346938775,0.7346938775510203,0.8775510204081632,0.04081632653061224,0.18367346938775508,0.32653061224489793,0.4693877551020408,0.6122448979591837,0.7551020408163265,0.8979591836734694,0.061224489795918366,0.20408163265306123,0.3469387755102041,0.4897959183673469,0.6326530612244897,0.7755102040816325,0.3556851311953353,0.014577259475218658,0.1749271137026239,0.9625156184922948,0.8604748021657642,0.4698042482299042,0.23615160349854225,0.07871720116618075,0.11661807580174927,0.6359850062473968,0.43731778425655976,0.04664723032069971,0.2686380674718867,0.3498542274052478,0.12536443148688045
0.09090909090909091,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.4545454545454546,0.5454545454545454,0.6363636363636364,0.8181818181818182,0.9090909090909092,0.008264462809917356,0.09917355371900827,0.19008264462809918,0.28099173553719003,0.371900826446281,0.4628099173553719,0.5537190082644627,0.6446280991735537,0.7355371900826446,0.8264462809917356,0.9173553719008265,0.01652892561983471,0.10743801652892562,0.19834710743801653,0.2892561983471074,0.38016528925619836,0.4883546205860256,0.27422990232907585,0.6040570999248686,0.4154770848985725,0.20886551465063863,0.8114199849737039,0.5296769346356124,0.6874530428249436,0.4808414725770098,0.9444027047332834,0.6536438767843727,0.2644628099173554,0.5972952667167544,0.5950413223140496,0.33884297520661155
0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.5384615384615385,0.6923076923076923,0.7692307692307693,0.8461538461538463,0.9230769230769231,0.00591715976331361,0.08284023668639054,0.15976331360946747,0.2366863905325444,0.3136094674556213,0.3905325443786982,0.46745562130177515,0.5443786982248522,0.6213017751479291,0.6982248520710059,0.7751479289940829,0.8520710059171599,0.9289940828402368,0.01183431952662722,0.07737824305871643,0.8761948111060539,0.704597177969959,0.350022758306782,0.6399635867091489,0.6991351843422849,0.33181611288120166,0.29631315430132,0.586253982703687,0.1133363677742376,0.6035502958579883,0.6627218934911243,0.5038689121529358,0.5680473372781066,0.04142011834319527
0.058823529411764705,0.11764705882352941,0.1764705882352941,0.23529411764705882,0.29411764705882354,0.3529411764705882,0.4117647058823529,0.5294117647058824,0.5882352941176471,0.6470588235294118,0.7058823529411764,0.7647058823529411,0.8235294117647058,0.8823529411764706,0.9411764705882353,0.0034602076124567475,0.06228373702422145,0.12110726643598616,0.17993079584775085,0.23875432525951557,0.2975778546712803,0.35640138408304495,0.41522491349480967,0.4740484429065744,0.5328719723183392,0.03460207612456748,0.4602076124567474,0.04152249134948097,0.49847343781803377,0.43272949318135556,0.19051496030938325,0.28027681660899656,0.5330755139426013,0.5259515570934256,0.5538367596173418,0.8512110726643598,0.6089965397923875,0.6161204966415632,0.2491349480968858,0.3702422145328719
0.05263157894736842,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.47368421052631576,0.5263157894736842,0.5789473684210527,0.631578947368421,0.6842105263157894,0.7368421052631579,0.7894736842105263,0.8421052631578947,0.894736842105263,0.9473684210526315,0.002770083102493075,0.055401662049861494,0.10803324099722991,0.16066481994459833,0.21329639889196675,0.26592797783933514,0.31855955678670356,0.371191135734072,0.9695290858725761,0.92797783933518,0.7645429362880886,0.7979297273655053,0.9502842980026243,0.9972299168975068,0.8725761772853186,0.6232686980609419,0.7756232686980609,0.9530543811051173,0.9141274238227146,0.9085872576177284,0.903192885260242,0.7977839335180056,0.8005540166204986
0.043478260869565216,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2608695652173913,0.30434782608695654,0.3913043478260869,0.43478260869565216,0.4782608695652174,0.5217391304347826,0.5652173913043478,0.6086956521739131,0.6521739130434783,0.6956521739130435,0.7391304347826086,0.7826086956521738,0.8260869565217391,0.8695652173913043,0.9130434782608695,0.9565217391304348,0.001890359168241966,0.04536862003780718,0.0888468809073724,0.1323251417769376,0.4045368620037807,0.6710775047258979,0.8846880907372401,0.8601134215500945,0.33648393194706994,0.6805293005671078,0.7996219281663516,0.720226843100189,0.19659735349716445,0.16446124763705103,0.5330812854442344,0.8771266540642721,0.9470699432892249,0.13610586011342155,0.9621928166351608
0.034482758620689655,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.24137931034482757,0.3103448275862069,0.3448275862068966,0.3793103448275862,0.41379310344827586,0.4482758620689655,0.48275862068965514,0.5172413793103449,0.5517241379310345,0.5862068965517241,0.6206896551724138,0.6551724137931034,0.6896551724137931,0.7241379310344828,0.7586206896551724,0.7931034482758621,0.8275862068965517,0.8620689655172413,0.896551724137931,0.868014268727705,0.4577883472057075,0.04280618311533888,0.9476813317479191,0.7395957193816884,0.4280618311533888,0.7669441141498216,0.8739595719381688,0.6658739595719382,0.39595719381688466,0.17835909631391203,0.8656361474435196,0.0178359096313912,0.48513674197384066,0.14149821640903687
0.03225806451612903,0.06451612903225806,0.0967741935483871,0.12903225806451613,0.16129032258064516,0.1935483870967742,0.22580645161290322,0.29032258064516125,0.3225806451612903,0.3548387096774194,0.3870967741935484,0.4193548387096774,0.45161290322580644,0.4838709677419355,0.5161290322580645,0.5483870967741935,0.5806451612903225,0.6129032258064516,0.6451612903225806,0.6774193548387096,0.7096774193548387,0.7419354838709677,0.7741935483870968,0.8064516129032258,0.8387096774193548,0.4890738813735692,0.9105098855359001,0.586888657648283,0.9812695109261187,0.8511966701352757,0.6243496357960457,0.26534859521331944,0.17169614984391257,0.04162330905306972,0.4651404786680541,0.8428720083246617,0.6160249739854319,0.046826222684703434,0.3246618106139438,0.9375650364203953
0.02702702702702703,0.05405405405405406,0.08108108108108109,0.10810810810810811,0.13513513513513514,0.16216216216216217,0.1891891891891892,0.24324324324324326,0.2702702702702703,0.2972972972972973,0.32432432432432434,0.35135135135135137,0.3783783783783784,0.40540540540540543,0.43243243243243246,0.4594594594594595,0.4864864864864865,0.5135135135135136,0.5405405405405406,0.5675675675675675,0.5945945945945946,0.6216216216216217,0.6486486486486487,0.6756756756756757,0.7027027027027027,0.5975164353542732,0.6260043827611396,0.5171658144631118,0.7107377647918189,0.7640613586559533,0.7363038714390067,0.08546384222059898,0.5193571950328708,0.5726807888970051,0.2783053323593864,0.05697589481373266,0.029218407596785977,0.764791818845873,0.9466764061358657,0.4609203798392988
