x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.5,0.25,0.75,0.125,0.625,0.375,0.3125,0.46875,0.287109375,0.08203125
0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.7777777777777777,0.2222222222222222,0.37037037037037035,0.12345679012345678,0.32647462277091904,0.23045267489711932
0.2,0.4,0.6000000000000001,0.8,0.04,0.24000000000000002,0.08,0.048,0.41280000000000006,0.7296000000000001
0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857142,0.8571428571428571,0.4489795918367347,0.36734693877551017,0.4523115368596418,0.06997084548104957
0.09090909090909091,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.4545454545454546,0.5454545454545454,0.9090909090909092,0.743801652892562,0.5725018782870023,0.3065364387678437
0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.7692307692307693,0.31952662721893493,0.9476558944014566,0.9940828402366865
0.058823529411764705,0.11764705882352941,0.1764705882352941,0.23529411764705882,0.29411764705882354,0.3529411764705882,0.5882352941176471,0.7681660899653979,0.6680236108284144,0.9134948096885813
0.05263157894736842,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.5263157894736842,0.5817174515235457,0.16358069689459104,0.8642659279778393
0.043478260869565216,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2608695652173913,0.43478260869565216,0.3062381852551985,0.5103969754253308,0.3175803402646503
0.034482758620689655,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.3448275862068966,0.0356718192627824,0.877526753864447,0.7990487514863258
0.03225806451612903,0.06451612903225806,0.0967741935483871,0.12903225806451613,0.16129032258064516,0.1935483870967742,0.3225806451612903,0.967741935483871,0.9802289281997919,0.4245577523413111
0.02702702702702703,0.05405405405405406,0.08108108108108109,0.10810810810810811,0.13513513513513514,0.16216216216216217,0.2702702702702703,0.8108108108108109,0.8721694667640614,0.5434623813002192
0.024390243902439025,0.04878048780487805,0.07317073170731708,0.0975609756097561,0.12195121951219512,0.14634146341463417,0.24390243902439024,0.7317073170731707,0.810232004759072,0.09994051160023795
0.023255813953488372,0.046511627906976744,0.06976744186046512,0.09302325581395349,0.11627906976744186,0.13953488372093023,0.23255813953488372,0.6976744186046512,0.353704705246079,0.9085992428339642
0.02127659574468085,0.0425531914893617,0.06382978723404255,0.0851063829787234,0.10638297872340426,0.1276595744680851,0.2127659574468085,0.6382978723404256,0.5568130375735627,0.5758261656858307
0.018867924528301886,0.03773584905660377,0.05660377358490566,0.07547169811320754,0.09433962264150943,0.11320754716981132,0.18867924528301885,0.5660377358490566,0.5873976504093984,0.17087931648273405
0.01694915254237288,0.03389830508474576,0.05084745762711865,0.06779661016949153,0.0847457627118644,0.1016949152542373,0.1694915254237288,0.5084745762711864,0.8152829646653261,0.8480321746624533
0.01639344262295082,0.03278688524590164,0.04918032786885246,0.06557377049180328,0.0819672131147541,0.09836065573770492,0.1639344262295082,0.49180327868852464,0.5917764041924214,0.7546358505778017
0.014925373134328358,0.029850746268656716,0.04477611940298507,0.05970149253731343,0.07462686567164178,0.08955223880597014,0.14925373134328357,0.44776119402985076,0.0013366005791935842,0.5079082200935621
