x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
0.5,0.25,0.75,0.125,0.625,0.375,0.875,0.5625,0.3125,0.8125,0.515625,0.08203125,0.537109375,0.87890625,0.82421875,0.67578125,0.255859375,0.07421875,0.9140625,0.1796875,0.412109375,0.943359375,0.95703125,0.962890625,0.837890625
0.3333333333333333,0.6666666666666666,0.1111111111111111,0.4444444444444444,0.7777777777777777,0.2222222222222222,0.5555555555555556,0.037037037037037035,0.37037037037037035,0.7037037037037037,0.2345679012345679,0.23045267489711932,0.8820301783264745,0.028806584362139915,0.8353909465020575,0.4156378600823045,0.9190672153635115,0.7242798353909465,0.22633744855967078,0.9053497942386831,0.3429355281207133,0.21536351165980797,0.4897119341563786,0.6104252400548696,0.16598079561042525
0.2,0.4,0.6000000000000001,0.8,0.04,0.24000000000000002,0.44,0.8400000000000001,0.08,0.28,0.6480000000000001,0.7296000000000001,0.21280000000000002,0.0816,0.6256000000000002,0.2576,0.28480000000000005,0.0256,0.504,0.352,0.2528,0.9648000000000001,0.0176,0.5552,0.7152000000000001
0.14285714285714285,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.7142857142857142,0.8571428571428571,0.02040816326530612,0.30612244897959184,0.4489795918367347,0.5918367346938775,0.7959183673469387,0.06997084548104957,0.30945439400249897,0.39358600583090375,0.03206997084548105,0.9475218658892127,0.26572261557684296,0.5830903790087463,0.5335276967930028,0.6180758017492711,0.044148271553519365,0.023740108288213244,0.09037900874635568,0.49021241149521033,0.8983756768013328
0.09090909090909091,0.18181818181818182,0.2727272727272727,0.36363636363636365,0.4545454545454546,0.5454545454545454,0.6363636363636364,0.8181818181818182,0.9090909090909092,0.008264462809917356,0.024793388429752067,0.3065364387678437,0.4815927873779114,0.2817430503380916,0.5131480090157777,0.4966190833959429,0.10969196093163036,0.24042073628850488,0.9669421487603307,0.6280991735537189,0.936138241923366,0.2997746055597295,0.9429000751314802,0.36589030803906836,0.002253944402704733
0.07692307692307693,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.38461538461538464,0.46153846153846156,0.5384615384615385,0.6923076923076923,0.7692307692307693,0.8461538461538463,0.5502958579881657,0.9940828402366865,0.8707328174783797,0.44378698224852076,0.6276741010468821,0.9235320892125627,0.7109695038689121,0.39690487027765137,0.7278106508875739,0.970414201183432,0.2612653618570778,0.7168866636322258,0.46199362767410107,0.24351388256713702,0.9299044151115158
0.058823529411764705,0.11764705882352941,0.1764705882352941,0.23529411764705882,0.29411764705882354,0.3529411764705882,0.4117647058823529,0.5294117647058824,0.5882352941176471,0.6470588235294118,0.9446366782006921,0.9134948096885813,0.6092000814166497,0.9653979238754326,0.9792387543252595,0.6816608996539792,0.7233869326277224,0.8027681660899654,0.13494809688581316,0.8442906574394463,0.9033177284754732,0.4915530225931203,0.32871972318339104,0.6022796661917362,0.36698554854467735
0.05263157894736842,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.47368421052631576,0.5263157894736842,0.5789473684210527,0.7396121883656509,0.8642659279778393,0.11094911794722262,0.12465373961218836,0.7119113573407201,0.5512465373961218,0.3187053506342032,0.5540166204986149,0.590027700831025,0.12188365650969529,0.3741070126840647,0.005685960052485785,0.23545706371191136,0.31593526753171014,0.10540895174223647
0.043478260869565216,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.21739130434782608,0.2608695652173913,0.30434782608695654,0.3913043478260869,0.43478260869565216,0.4782608695652174,0.43667296786389415,0.3175803402646503,0.4669187145557656,0.8790170132325141,0.8412098298676749,0.8827977315689981,0.8128544423440452,0.7107750472589792,0.7882797731568998,0.052930056710775046,0.6843100189035917,0.3799621928166351,0.6219281663516069,0.9848771266540643,0.8109640831758034
0.034482758620689655,0.06896551724137931,0.10344827586206896,0.13793103448275862,0.1724137931034483,0.20689655172413793,0.24137931034482757,0.3103448275862069,0.3448275862068966,0.3793103448275862,0.13912009512485138,0.7990487514863258,0.8430439952437574,0.6599286563614745,0.008323424494649227,0.24851367419738404,0.3258026159334126,0.9036860879904876,0.00356718192627824,0.0047562425683709865,0.016646848989298454,0.7740784780023781,0.041617122473246136,0.6694411414982164,0.5315101070154579
