x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0.546875,0.546875,0.546875,0.2860260861497132,0.2860260861497132,0.520989628297386,0.4572175004617266,0.75175374444234,0.75175374444234,0.5965600151516628
0.5308641975308641,0.5308641975308641,0.5308641975308641,0.0,0.0,0.16868802125421328,0.0,0.6221986365307135,0.6221986365307135,0.16649336452826244
0.9680000000000001,0.9680000000000001,0.9680000000000001,0.9402007367207521,0.9402007367207521,0.9334298076142689,0.9546257412860353,1.0107628797946304,1.0107628797946304,0.9844396415071643
0.0029154518950437317,0.0029154518950437317,0.0029154518950437317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.487603305785124,0.487603305785124,0.487603305785124,0.5977780321320899,0.5977780321320899,0.5714284594224938,0.6183917389745792,0.4934494441007056,0.4934494441007056,0.49631845226465826
0.7869822485207101,0.7869822485207101,0.7869822485207101,0.9640948771920705,0.9640948771920705,0.8749997170702453,0.9236608337210827,0.7514501150878793,0.7514501150878793,0.9259010193604562
0.889273356401384,0.889273356401384,0.889273356401384,0.8833740450284864,0.8833740450284864,0.7260285390617932,0.799393356335997,0.8006440609341152,0.8006440609341152,0.7940062979596662
0.5844875346260388,0.5844875346260388,0.5844875346260388,0.6589958870514501,0.6589958870514501,0.5837444118539609,0.6958229773241426,0.8300469441107845,0.8300469441107845,0.7563158854387864
0.1342155009451796,0.1342155009451796,0.1342155009451796,0.074761684737578,0.074761684737578,0.0,0.0,0.15070181129329616,0.15070181129329616,0.3013223934983049
0.6908442330558859,0.6908442330558859,0.6908442330558859,0.586337161139282,0.586337161139282,0.6201512610844343,0.5933816069685234,0.8415132318431532,0.8415132318431532,0.8997522814059129
0.5816857440166493,0.5816857440166493,0.5816857440166493,0.8521070406890804,0.8521070406890804,0.8321355085790553,0.8581739122883669,0.7685087235159013,0.7685087235159013,0.96171652389105
0.32505478451424397,0.32505478451424397,0.32505478451424397,0.5444947331578875,0.5444947331578875,0.35724508156908935,0.5374645602482709,0.44407965693358953,0.44407965693358953,0.4984672208712837
0.19571683521713268,0.19571683521713268,0.19571683521713268,0.32563576171167896,0.32563576171167896,0.200143300826919,0.28260977998502,0.0,0.0,0.4151769664887032
0.1400757166035695,0.1400757166035695,0.1400757166035695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04300588501584427,0.04300588501584427,0.04300588501584427,0.2798437912180376,0.2798437912180376,0.0,0.0,0.0,0.0,0.0
0.9245283018867925,0.9245283018867925,0.9245283018867925,1.3257049713172282,1.3257049713172282,1.370123398526546,1.6893572164991792,1.7538405541539772,1.7538405541539772,1.707376533945555
0.8305084745762712,0.8305084745762712,0.8305084745762712,0.802881703600798,0.802881703600798,0.861334131759318,0.6405088208063175,0.7762777096591299,0.7762777096591299,1.0105682151818178
0.8032786885245902,0.8032786885245902,0.8032786885245902,0.7637721657588734,0.7637721657588734,0.5926086557190221,0.708037445691958,0.725126452585738,0.725126452585738,0.7249418012973213
0.7313432835820896,0.7313432835820896,0.7313432835820896,0.5040299571382035,0.5040299571382035,0.6290116436569033,0.5596259483688222,0.5251615417916816,0.5251615417916816,0.909389184170093
0.6901408450704225,0.6901408450704225,0.6901408450704225,0.7437969305445995,0.7437969305445995,0.6698253317406313,0.6968938935442922,0.7048945815279364,0.7048945815279364,0.8039449542422754
0.6712328767123288,0.6712328767123288,0.6712328767123288,1.2748298903056363,1.2748298903056363,0.6797851300205408,0.9883321845921351,0.5781831781181657,0.5781831781181657,0.5694474621293742
